user_id,date_served,marketing_channel,variant,converted,language_displayed,language_preferred,age_group,date_subscribed,date_canceled,subscribing_channel,is_retained
a100004083,1/31/18,Instagram,personalization,FALSE,English,English,0-18 years,,,,
a100004084,1/31/18,Facebook,personalization,FALSE,English,English,19-24 years,,,,
a100004085,1/31/18,House Ads,personalization,FALSE,English,Spanish,24-30 years,,,,
a100004086,1/31/18,House Ads,personalization,FALSE,English,Spanish,30-36 years,,,,
a100004087,1/31/18,Push,personalization,FALSE,English,English,36-45 years,,,,
a100004088,1/31/18,Facebook,personalization,FALSE,English,English,45-55 years,,,,
a100004089,1/31/18,Instagram,personalization,FALSE,English,English,55+ years,,,,
a100004090,01/01/2018,Instagram,personalization,FALSE,English,English,0-18 years,,,,
a100004091,01/01/2018,Facebook,personalization,FALSE,English,English,19-24 years,,,,
a100004092,01/01/2018,House Ads,personalization,FALSE,English,Spanish,24-30 years,,,,
a100004093,01/01/2018,House Ads,personalization,FALSE,English,Spanish,30-36 years,,,,
a100004094,01/01/2018,Push,personalization,FALSE,English,English,36-45 years,,,,
a100004095,01/01/2018,Facebook,personalization,FALSE,English,English,45-55 years,,,,
a100004096,01/01/2018,Instagram,personalization,FALSE,English,English,55+ years,,,,
a100004097,01/02/2018,Instagram,personalization,FALSE,English,English,0-18 years,,,,
a100004098,01/02/2018,Facebook,personalization,FALSE,English,English,19-24 years,,,,
a100004099,01/02/2018,House Ads,personalization,FALSE,Spanish,Spanish,24-30 years,,,,
a100004100,01/02/2018,House Ads,personalization,FALSE,English,Spanish,30-36 years,,,,
a100004101,01/02/2018,Push,personalization,FALSE,English,English,36-45 years,,,,
a100004102,01/02/2018,Facebook,personalization,FALSE,English,English,45-55 years,,,,
a100004103,01/02/2018,Instagram,personalization,FALSE,English,English,55+ years,,,,
a100004104,01/03/2018,Instagram,personalization,FALSE,English,English,0-18 years,,,,
a100004105,01/03/2018,Facebook,personalization,FALSE,English,English,19-24 years,,,,
a100004106,01/03/2018,House Ads,personalization,FALSE,Spanish,Spanish,24-30 years,,,,
a100004107,01/03/2018,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100004108,01/03/2018,Push,personalization,FALSE,English,English,36-45 years,,,,
a100004109,01/03/2018,Facebook,personalization,FALSE,English,English,45-55 years,,,,
a100004110,01/03/2018,Instagram,personalization,FALSE,English,English,55+ years,,,,
a100004111,01/04/2018,Instagram,personalization,FALSE,English,English,0-18 years,,,,
a100004112,01/04/2018,Facebook,personalization,FALSE,English,English,19-24 years,,,,
a100004113,01/04/2018,House Ads,personalization,FALSE,English,English,24-30 years,,,,
a100004114,01/04/2018,House Ads,personalization,FALSE,Spanish,Spanish,30-36 years,,,,
a100004115,01/04/2018,Push,personalization,FALSE,English,English,36-45 years,,,,
a100004116,01/04/2018,Facebook,personalization,FALSE,English,English,45-55 years,,,,
a100004117,01/04/2018,Instagram,personalization,FALSE,English,English,55+ years,,,,
a100004118,01/05/2018,Instagram,personalization,FALSE,English,English,0-18 years,,,,
a100004119,01/05/2018,Facebook,personalization,FALSE,English,English,19-24 years,,,,
a100004120,01/05/2018,House Ads,personalization,FALSE,Spanish,Spanish,24-30 years,,,,
a100004121,01/05/2018,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100004122,01/05/2018,Push,personalization,FALSE,English,English,36-45 years,,,,
a100004123,01/05/2018,Facebook,personalization,FALSE,English,English,45-55 years,,,,
a100004124,01/05/2018,Instagram,personalization,FALSE,English,English,55+ years,,,,
a100004125,01/06/2018,Instagram,personalization,FALSE,English,English,0-18 years,,,,
a100004126,01/06/2018,Facebook,personalization,FALSE,English,English,19-24 years,,,,
a100004127,01/06/2018,House Ads,personalization,FALSE,English,English,24-30 years,,,,
a100004128,01/06/2018,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100004129,01/06/2018,House Ads,personalization,FALSE,Spanish,Spanish,36-45 years,,,,
a100004130,01/06/2018,Push,personalization,FALSE,English,English,45-55 years,,,,
a100004131,01/06/2018,Facebook,personalization,FALSE,English,English,55+ years,,,,
a100004132,01/07/2018,Instagram,personalization,FALSE,English,English,0-18 years,,,,
a100004133,01/07/2018,Instagram,personalization,FALSE,English,English,19-24 years,,,,
a100004134,01/07/2018,Facebook,personalization,FALSE,English,English,24-30 years,,,,
a100004135,01/07/2018,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100004136,01/07/2018,House Ads,personalization,FALSE,Spanish,Spanish,36-45 years,,,,
a100004137,01/07/2018,House Ads,personalization,FALSE,Spanish,Spanish,45-55 years,,,,
a100004138,01/08/2018,Push,personalization,FALSE,English,English,55+ years,,,,
a100004139,01/08/2018,Facebook,personalization,FALSE,English,English,0-18 years,,,,
a100004140,01/08/2018,Instagram,personalization,FALSE,English,English,19-24 years,,,,
a100004141,01/08/2018,Instagram,personalization,FALSE,English,English,24-30 years,,,,
a100004142,01/08/2018,Facebook,personalization,FALSE,English,English,30-36 years,,,,
a100004143,01/08/2018,House Ads,personalization,FALSE,English,English,36-45 years,,,,
a100004144,01/08/2018,House Ads,personalization,FALSE,English,English,45-55 years,,,,
a100004145,01/09/2018,House Ads,personalization,FALSE,Spanish,Spanish,55+ years,,,,
a100004146,01/09/2018,Push,personalization,FALSE,English,English,0-18 years,,,,
a100004147,01/09/2018,Facebook,personalization,FALSE,English,English,19-24 years,,,,
a100004148,01/09/2018,Instagram,personalization,FALSE,English,English,24-30 years,,,,
a100004149,01/09/2018,Instagram,personalization,FALSE,English,English,30-36 years,,,,
a100004150,01/09/2018,Facebook,personalization,FALSE,English,English,36-45 years,,,,
a100004151,01/09/2018,House Ads,personalization,FALSE,English,English,45-55 years,,,,
a100004152,01/10/2018,House Ads,personalization,FALSE,Spanish,Spanish,55+ years,,,,
a100004153,01/10/2018,House Ads,personalization,FALSE,English,English,0-18 years,,,,
a100004154,01/10/2018,Push,personalization,FALSE,English,English,19-24 years,,,,
a100004155,01/10/2018,Facebook,personalization,FALSE,English,English,24-30 years,,,,
a100004156,01/10/2018,Instagram,personalization,FALSE,English,English,30-36 years,,,,
a100004157,01/10/2018,Instagram,personalization,FALSE,English,English,36-45 years,,,,
a100004158,01/10/2018,Facebook,personalization,FALSE,English,English,45-55 years,,,,
a100004159,01/11/2018,House Ads,personalization,FALSE,English,Arabic,55+ years,,,,
a100004160,01/11/2018,House Ads,personalization,FALSE,English,Arabic,0-18 years,,,,
a100004161,01/11/2018,House Ads,personalization,FALSE,English,Arabic,19-24 years,,,,
a100004162,01/11/2018,Push,personalization,FALSE,English,English,24-30 years,,,,
a100004163,01/11/2018,Facebook,personalization,FALSE,English,English,30-36 years,,,,
a100004164,01/11/2018,Instagram,personalization,FALSE,English,English,36-45 years,,,,
a100004165,01/11/2018,Instagram,personalization,FALSE,English,English,45-55 years,,,,
a100004166,01/12/2018,Facebook,personalization,FALSE,English,English,55+ years,,,,
a100004167,01/12/2018,House Ads,personalization,FALSE,English,Arabic,0-18 years,,,,
a100004168,01/12/2018,House Ads,personalization,FALSE,English,Arabic,19-24 years,,,,
a100004169,01/12/2018,House Ads,personalization,FALSE,English,Arabic,24-30 years,,,,
a100004170,01/12/2018,Push,personalization,FALSE,English,English,30-36 years,,,,
a100004171,01/12/2018,Facebook,personalization,FALSE,English,English,36-45 years,,,,
a100004172,01/12/2018,Instagram,personalization,FALSE,English,English,45-55 years,,,,
a100004173,1/13/18,Instagram,personalization,FALSE,English,English,55+ years,,,,
a100004174,1/13/18,Facebook,personalization,FALSE,English,English,0-18 years,,,,
a100004175,1/13/18,House Ads,personalization,FALSE,English,Arabic,19-24 years,,,,
a100004176,1/13/18,House Ads,personalization,FALSE,English,Arabic,24-30 years,,,,
a100004177,1/13/18,House Ads,personalization,FALSE,English,Arabic,30-36 years,,,,
a100004178,1/13/18,Push,personalization,FALSE,English,English,36-45 years,,,,
a100004179,1/13/18,Facebook,personalization,FALSE,English,English,45-55 years,,,,
a100004180,1/14/18,Instagram,personalization,FALSE,English,English,55+ years,,,,
a100004181,1/14/18,Instagram,personalization,FALSE,English,English,0-18 years,,,,
a100004182,1/14/18,Facebook,personalization,FALSE,English,English,19-24 years,,,,
a100004183,1/14/18,House Ads,personalization,FALSE,English,English,24-30 years,,,,
a100004184,1/14/18,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100004185,1/14/18,House Ads,personalization,FALSE,English,English,36-45 years,,,,
a100004186,1/14/18,Push,personalization,FALSE,English,English,45-55 years,,,,
a100004187,1/15/18,Facebook,personalization,FALSE,English,English,55+ years,,,,
a100004188,1/15/18,Instagram,personalization,FALSE,English,English,0-18 years,,,,
a100004189,1/15/18,Instagram,personalization,FALSE,English,English,19-24 years,,,,
a100004190,1/15/18,Facebook,personalization,FALSE,English,English,24-30 years,,,,
a100004191,1/15/18,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100004192,1/15/18,House Ads,personalization,FALSE,English,English,36-45 years,,,,
a100004193,1/15/18,House Ads,personalization,FALSE,English,English,45-55 years,,,,
a100004194,1/16/18,Push,personalization,FALSE,English,English,55+ years,,,,
a100004195,1/16/18,Facebook,personalization,FALSE,English,English,0-18 years,,,,
a100004196,1/16/18,Instagram,personalization,FALSE,English,English,19-24 years,,,,
a100004197,1/16/18,Instagram,personalization,FALSE,English,English,24-30 years,,,,
a100004197,1/23/18,House Ads,personalization,FALSE,English,English,24-30 years,,,,
a100004198,1/16/18,Facebook,personalization,FALSE,English,English,30-36 years,,,,
a100004198,1/24/18,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100004199,1/16/18,House Ads,personalization,FALSE,English,English,36-45 years,,,,
a100004199,1/25/18,House Ads,personalization,FALSE,English,English,36-45 years,,,,
a100004200,1/16/18,House Ads,personalization,FALSE,English,Arabic,45-55 years,,,,
a100004200,1/26/18,House Ads,personalization,FALSE,English,Arabic,45-55 years,,,,
a100004201,1/17/18,House Ads,personalization,FALSE,English,Arabic,55+ years,,,,
a100004201,1/27/18,House Ads,personalization,FALSE,English,Arabic,55+ years,,,,
a100004202,1/17/18,Push,personalization,FALSE,English,English,0-18 years,,,,
a100004202,1/28/18,House Ads,personalization,FALSE,English,English,0-18 years,,,,
a100004203,1/17/18,Facebook,personalization,FALSE,English,English,19-24 years,,,,
a100004203,1/29/18,House Ads,personalization,FALSE,English,English,19-24 years,,,,
a100004204,1/17/18,Instagram,personalization,FALSE,English,English,24-30 years,,,,
a100004204,1/30/18,House Ads,personalization,FALSE,English,English,24-30 years,,,,
a100004205,1/17/18,Instagram,personalization,FALSE,English,English,30-36 years,,,,
a100004205,1/31/18,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100004206,1/17/18,Facebook,personalization,FALSE,English,English,36-45 years,,,,
a100004206,1/23/18,House Ads,personalization,FALSE,English,English,36-45 years,,,,
a100004207,1/17/18,House Ads,personalization,FALSE,English,English,45-55 years,,,,
a100004207,1/24/18,House Ads,personalization,FALSE,English,English,45-55 years,,,,
a100004208,1/18/18,House Ads,personalization,FALSE,English,Arabic,55+ years,,,,
a100004208,1/25/18,House Ads,personalization,FALSE,English,Arabic,55+ years,,,,
a100004209,1/18/18,House Ads,personalization,FALSE,English,Arabic,0-18 years,,,,
a100004209,1/26/18,House Ads,personalization,FALSE,English,Arabic,0-18 years,,,,
a100004210,1/18/18,Push,personalization,FALSE,English,English,19-24 years,,,,
a100004210,1/27/18,House Ads,personalization,FALSE,English,English,19-24 years,,,,
a100004211,1/18/18,Facebook,personalization,FALSE,English,English,24-30 years,,,,
a100004211,1/28/18,House Ads,personalization,FALSE,English,English,24-30 years,,,,
a100004212,1/18/18,Instagram,personalization,FALSE,English,English,30-36 years,,,,
a100004212,1/29/18,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100004213,1/18/18,Instagram,personalization,FALSE,English,English,36-45 years,,,,
a100004213,1/30/18,House Ads,personalization,FALSE,English,English,36-45 years,,,,
a100004214,1/18/18,Facebook,personalization,FALSE,English,English,45-55 years,,,,
a100004214,1/31/18,House Ads,personalization,FALSE,English,English,45-55 years,,,,
a100004215,1/19/18,House Ads,personalization,FALSE,English,English,55+ years,,,,
a100004215,1/23/18,House Ads,personalization,FALSE,English,English,55+ years,,,,
a100004216,1/19/18,House Ads,personalization,FALSE,English,Arabic,0-18 years,,,,
a100004216,1/24/18,House Ads,personalization,FALSE,English,Arabic,0-18 years,,,,
a100004217,1/19/18,House Ads,personalization,FALSE,English,Arabic,19-24 years,,,,
a100004217,1/25/18,House Ads,personalization,FALSE,English,Arabic,19-24 years,,,,
a100004218,1/19/18,Push,personalization,FALSE,English,English,24-30 years,,,,
a100004218,1/26/18,House Ads,personalization,FALSE,English,English,24-30 years,,,,
a100004219,1/19/18,Facebook,personalization,FALSE,English,English,30-36 years,,,,
a100004219,1/27/18,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100004220,1/19/18,Instagram,personalization,FALSE,English,English,36-45 years,,,,
a100004220,1/28/18,House Ads,personalization,FALSE,English,English,36-45 years,,,,
a100004221,1/19/18,Instagram,personalization,FALSE,English,English,45-55 years,,,,
a100004221,1/29/18,House Ads,personalization,FALSE,English,English,45-55 years,,,,
a100004222,1/20/18,Facebook,personalization,FALSE,English,English,55+ years,,,,
a100004222,1/30/18,House Ads,personalization,FALSE,English,English,55+ years,,,,
a100004223,1/20/18,House Ads,personalization,FALSE,English,English,0-18 years,,,,
a100004223,1/31/18,House Ads,personalization,FALSE,English,English,0-18 years,,,,
a100004224,1/20/18,House Ads,personalization,FALSE,English,Arabic,19-24 years,,,,
a100004224,1/23/18,House Ads,personalization,FALSE,English,Arabic,19-24 years,,,,
a100004225,1/20/18,House Ads,personalization,FALSE,English,Arabic,24-30 years,,,,
a100004225,1/24/18,House Ads,personalization,FALSE,English,Arabic,24-30 years,,,,
a100004226,1/20/18,Push,personalization,FALSE,English,English,30-36 years,,,,
a100004226,1/25/18,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100004227,1/20/18,Facebook,personalization,FALSE,English,English,36-45 years,,,,
a100004227,1/26/18,House Ads,personalization,FALSE,English,English,36-45 years,,,,
a100004228,1/20/18,Instagram,personalization,FALSE,English,English,45-55 years,,,,
a100004228,1/27/18,House Ads,personalization,FALSE,English,English,45-55 years,,,,
a100004229,1/21/18,Instagram,personalization,FALSE,English,English,55+ years,,,,
a100004229,1/28/18,House Ads,personalization,FALSE,English,English,55+ years,,,,
a100004230,1/21/18,Facebook,personalization,FALSE,English,English,0-18 years,,,,
a100004230,1/29/18,House Ads,personalization,FALSE,English,English,0-18 years,,,,
a100004231,1/21/18,House Ads,personalization,FALSE,English,English,19-24 years,,,,
a100004231,1/30/18,House Ads,personalization,FALSE,English,English,19-24 years,,,,
a100004232,1/26/18,House Ads,personalization,FALSE,English,Arabic,24-30 years,,,,
a100004232,1/31/18,Facebook,personalization,FALSE,English,Arabic,24-30 years,,,,
a100004233,1/26/18,House Ads,personalization,FALSE,English,Arabic,30-36 years,,,,
a100004233,01/01/2018,Instagram,personalization,FALSE,English,Arabic,30-36 years,,,,
a100004234,1/27/18,Push,personalization,FALSE,English,English,36-45 years,,,,
a100004234,01/01/2018,Facebook,personalization,FALSE,English,English,36-45 years,,,,
a100004235,1/27/18,Facebook,personalization,FALSE,English,English,45-55 years,,,,
a100004235,01/01/2018,Instagram,personalization,FALSE,English,English,45-55 years,,,,
a100004236,1/27/18,Instagram,personalization,FALSE,English,English,55+ years,,,,
a100004236,01/01/2018,Facebook,personalization,FALSE,English,English,55+ years,,,,
a100004237,1/27/18,Instagram,personalization,FALSE,English,English,0-18 years,,,,
a100004237,01/01/2018,Instagram,personalization,FALSE,English,English,0-18 years,,,,
a100004238,1/27/18,Facebook,personalization,FALSE,English,English,19-24 years,,,,
a100004238,01/01/2018,Facebook,personalization,FALSE,English,English,19-24 years,,,,
a100004239,1/27/18,House Ads,personalization,FALSE,English,English,24-30 years,,,,
a100004239,01/01/2018,Instagram,personalization,FALSE,English,English,24-30 years,,,,
a100004240,1/27/18,House Ads,personalization,FALSE,English,Arabic,30-36 years,,,,
a100004240,01/02/2018,Facebook,personalization,FALSE,English,Arabic,30-36 years,,,,
a100004241,1/28/18,House Ads,personalization,FALSE,English,Arabic,36-45 years,,,,
a100004241,01/03/2018,Instagram,personalization,FALSE,English,Arabic,36-45 years,,,,
a100004242,1/28/18,Push,personalization,FALSE,English,English,45-55 years,,,,
a100004242,01/04/2018,Facebook,personalization,FALSE,English,English,45-55 years,,,,
a100004243,1/28/18,Facebook,personalization,FALSE,English,English,55+ years,,,,
a100004243,01/05/2018,Instagram,personalization,FALSE,English,English,55+ years,,,,
a100004244,1/28/18,Instagram,personalization,FALSE,English,English,0-18 years,,,,
a100004244,01/06/2018,Facebook,personalization,FALSE,English,English,0-18 years,,,,
a100004245,1/28/18,Instagram,personalization,FALSE,English,English,19-24 years,,,,
a100004245,01/07/2018,Instagram,personalization,FALSE,English,English,19-24 years,,,,
a100004246,1/28/18,Facebook,personalization,FALSE,English,English,24-30 years,,,,
a100004246,01/08/2018,Facebook,personalization,FALSE,English,English,24-30 years,,,,
a100004247,1/28/18,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100004247,01/09/2018,Instagram,personalization,FALSE,English,English,30-36 years,,,,
a100004248,1/29/18,House Ads,personalization,FALSE,English,Arabic,36-45 years,,,,
a100004248,01/10/2018,Facebook,personalization,FALSE,English,Arabic,36-45 years,,,,
a100004249,1/29/18,House Ads,personalization,FALSE,English,Arabic,45-55 years,,,,
a100004249,01/11/2018,Instagram,personalization,FALSE,English,Arabic,45-55 years,,,,
a100004250,1/29/18,Push,personalization,FALSE,English,English,55+ years,,,,
a100004250,01/12/2018,Facebook,personalization,FALSE,English,English,55+ years,,,,
a100004251,1/29/18,Facebook,personalization,FALSE,English,English,0-18 years,,,,
a100004251,1/13/18,Instagram,personalization,FALSE,English,English,0-18 years,,,,
a100004252,1/29/18,Instagram,personalization,FALSE,English,English,19-24 years,,,,
a100004252,1/14/18,Facebook,personalization,FALSE,English,English,19-24 years,,,,
a100004253,1/29/18,Instagram,personalization,FALSE,English,English,24-30 years,,,,
a100004253,1/15/18,Instagram,personalization,FALSE,English,English,24-30 years,,,,
a100004254,1/29/18,Facebook,personalization,FALSE,English,English,30-36 years,,,,
a100004254,1/16/18,Facebook,personalization,FALSE,English,English,30-36 years,,,,
a100004255,1/30/18,House Ads,personalization,FALSE,English,Arabic,36-45 years,,,,
a100004255,1/17/18,Instagram,personalization,FALSE,English,Arabic,36-45 years,,,,
a100004256,1/30/18,House Ads,personalization,FALSE,English,Arabic,45-55 years,,,,
a100004256,1/18/18,Facebook,personalization,FALSE,English,Arabic,45-55 years,,,,
a100004257,1/30/18,House Ads,personalization,FALSE,English,English,55+ years,,,,
a100004257,1/19/18,Instagram,personalization,FALSE,English,English,55+ years,,,,
a100004258,1/30/18,Push,personalization,FALSE,English,English,0-18 years,,,,
a100004258,1/20/18,Facebook,personalization,FALSE,English,English,0-18 years,,,,
a100004259,1/30/18,Facebook,personalization,FALSE,English,English,19-24 years,,,,
a100004259,1/21/18,Instagram,personalization,FALSE,English,English,19-24 years,,,,
a100004260,1/30/18,Instagram,personalization,FALSE,English,English,24-30 years,,,,
a100004260,1/22/18,Facebook,personalization,FALSE,English,English,24-30 years,,,,
a100004261,1/30/18,Instagram,personalization,FALSE,English,English,30-36 years,,,,
a100004261,1/23/18,Instagram,personalization,FALSE,English,English,30-36 years,,,,
a100004262,1/31/18,Facebook,personalization,FALSE,English,English,36-45 years,,,,
a100004262,1/24/18,Facebook,personalization,FALSE,English,English,36-45 years,,,,
a100004263,1/31/18,House Ads,personalization,FALSE,English,Arabic,45-55 years,,,,
a100004263,1/25/18,Instagram,personalization,FALSE,English,Arabic,45-55 years,,,,
a100004264,1/31/18,House Ads,personalization,FALSE,English,Arabic,55+ years,,,,
a100004264,1/26/18,Facebook,personalization,FALSE,English,Arabic,55+ years,,,,
a100004265,1/31/18,House Ads,personalization,FALSE,English,English,0-18 years,,,,
a100004265,1/27/18,Instagram,personalization,FALSE,English,English,0-18 years,,,,
a100004266,1/31/18,Push,personalization,FALSE,English,English,19-24 years,,,,
a100004266,1/28/18,Facebook,personalization,FALSE,English,English,19-24 years,,,,
a100004267,1/31/18,Facebook,personalization,FALSE,English,English,24-30 years,,,,
a100004267,1/29/18,Instagram,personalization,FALSE,English,English,24-30 years,,,,
a100004268,1/31/18,Instagram,personalization,FALSE,English,English,30-36 years,,,,
a100004268,1/30/18,Facebook,personalization,FALSE,English,English,30-36 years,,,,
a100004269,01/01/2018,Instagram,personalization,FALSE,English,English,36-45 years,,,,
a100004269,1/31/18,Instagram,personalization,FALSE,English,English,36-45 years,,,,
a100004270,01/01/2018,Facebook,personalization,FALSE,English,English,45-55 years,,,,
a100004270,01/06/2018,Facebook,personalization,FALSE,English,English,45-55 years,,,,
a100004271,01/01/2018,House Ads,personalization,FALSE,English,English,55+ years,,,,
a100004271,01/07/2018,Instagram,personalization,FALSE,English,English,55+ years,,,,
a100004272,01/01/2018,House Ads,personalization,FALSE,English,English,0-18 years,,,,
a100004272,01/08/2018,Facebook,personalization,FALSE,English,English,0-18 years,,,,
a100004273,01/01/2018,House Ads,personalization,FALSE,English,English,19-24 years,,,,
a100004273,01/09/2018,Push,personalization,FALSE,English,English,19-24 years,,,,
a100004274,01/01/2018,Push,personalization,FALSE,English,English,24-30 years,,,,
a100004274,01/10/2018,Email,personalization,FALSE,English,English,24-30 years,,,,
a100004275,01/01/2018,Facebook,personalization,FALSE,English,English,30-36 years,,,,
a100004275,01/11/2018,Push,personalization,FALSE,English,English,30-36 years,,,,
a100004276,01/02/2018,Instagram,personalization,FALSE,English,English,36-45 years,,,,
a100004276,01/12/2018,Email,personalization,FALSE,English,English,36-45 years,,,,
a100004277,01/02/2018,Instagram,personalization,FALSE,English,English,45-55 years,,,,
a100004277,1/13/18,Facebook,personalization,FALSE,English,English,45-55 years,,,,
a100004278,01/02/2018,Facebook,personalization,FALSE,English,English,55+ years,,,,
a100004278,1/14/18,Instagram,personalization,FALSE,English,English,55+ years,,,,
a100004279,01/02/2018,House Ads,personalization,FALSE,German,German,0-18 years,,,,
a100004279,1/15/18,Facebook,personalization,FALSE,German,German,0-18 years,,,,
a100004280,01/02/2018,House Ads,personalization,FALSE,English,English,19-24 years,,,,
a100004280,1/16/18,Instagram,personalization,FALSE,English,English,19-24 years,,,,
a100004281,01/02/2018,House Ads,personalization,FALSE,English,English,24-30 years,,,,
a100004281,1/17/18,Facebook,personalization,FALSE,English,English,24-30 years,,,,
a100004282,01/02/2018,Push,personalization,FALSE,English,English,30-36 years,,,,
a100004282,1/18/18,Push,personalization,FALSE,English,English,30-36 years,,,,
a100004283,01/03/2018,Facebook,personalization,FALSE,English,English,36-45 years,,,,
a100004283,1/19/18,Facebook,personalization,FALSE,English,English,36-45 years,,,,
a100004284,01/03/2018,Instagram,personalization,FALSE,English,English,45-55 years,,,,
a100004284,1/20/18,Instagram,personalization,FALSE,English,English,45-55 years,,,,
a100004285,01/03/2018,Instagram,personalization,FALSE,English,English,55+ years,,,,
a100004285,1/21/18,Facebook,personalization,FALSE,English,English,55+ years,,,,
a100004286,01/03/2018,Facebook,personalization,FALSE,English,English,0-18 years,,,,
a100004286,1/22/18,Instagram,personalization,FALSE,English,English,0-18 years,,,,
a100004287,01/03/2018,House Ads,personalization,FALSE,German,German,19-24 years,,,,
a100004287,1/23/18,Facebook,personalization,FALSE,German,German,19-24 years,,,,
a100004288,01/03/2018,House Ads,personalization,FALSE,English,English,24-30 years,,,,
a100004288,1/24/18,Push,personalization,FALSE,English,English,24-30 years,,,,
a100004289,01/03/2018,House Ads,personalization,FALSE,German,German,30-36 years,,,,
a100004289,1/25/18,Facebook,personalization,FALSE,German,German,30-36 years,,,,
a100004290,01/04/2018,Push,personalization,FALSE,English,English,36-45 years,,,,
a100004290,1/26/18,Instagram,personalization,FALSE,English,English,36-45 years,,,,
a100004291,01/04/2018,Facebook,personalization,FALSE,English,English,45-55 years,,,,
a100004291,1/27/18,Facebook,personalization,FALSE,English,English,45-55 years,,,,
a100004292,01/04/2018,Instagram,personalization,FALSE,English,English,55+ years,,,,
a100004292,1/28/18,Instagram,personalization,FALSE,English,English,55+ years,,,,
a100004293,01/04/2018,Instagram,personalization,FALSE,English,English,0-18 years,,,,
a100004293,1/29/18,Facebook,personalization,FALSE,English,English,0-18 years,,,,
a100004294,01/04/2018,Facebook,personalization,FALSE,English,English,19-24 years,,,,
a100004294,1/30/18,Push,personalization,FALSE,English,English,19-24 years,,,,
a100004295,01/04/2018,House Ads,personalization,FALSE,German,German,24-30 years,,,,
a100004295,1/31/18,House Ads,personalization,FALSE,German,German,24-30 years,,,,
a100004296,01/04/2018,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100004296,01/11/2018,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100004297,01/05/2018,House Ads,personalization,FALSE,German,German,36-45 years,,,,
a100004297,01/12/2018,House Ads,personalization,FALSE,English,German,36-45 years,,,,
a100004298,01/05/2018,Push,personalization,FALSE,English,English,45-55 years,,,,
a100004298,1/13/18,House Ads,personalization,FALSE,English,English,45-55 years,,,,
a100004299,01/05/2018,Facebook,personalization,FALSE,English,English,55+ years,,,,
a100004299,1/14/18,House Ads,personalization,FALSE,English,English,55+ years,,,,
a100004300,01/05/2018,Instagram,personalization,FALSE,English,English,0-18 years,,,,
a100004300,1/15/18,House Ads,personalization,FALSE,English,English,0-18 years,,,,
a100004301,01/05/2018,Instagram,personalization,FALSE,English,English,19-24 years,,,,
a100004301,1/16/18,House Ads,personalization,FALSE,English,English,19-24 years,,,,
a100004302,01/05/2018,Facebook,personalization,FALSE,English,English,24-30 years,,,,
a100004302,1/17/18,House Ads,personalization,FALSE,English,English,24-30 years,,,,
a100004303,01/05/2018,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100004303,1/18/18,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100004304,01/06/2018,House Ads,personalization,FALSE,English,English,36-45 years,,,,
a100004304,1/19/18,House Ads,personalization,FALSE,English,English,36-45 years,,,,
a100004305,01/06/2018,House Ads,personalization,FALSE,English,English,45-55 years,,,,
a100004305,1/20/18,House Ads,personalization,FALSE,English,English,45-55 years,,,,
a100004306,01/06/2018,Push,personalization,FALSE,English,English,55+ years,,,,
a100004306,1/21/18,House Ads,personalization,FALSE,English,English,55+ years,,,,
a100004307,01/06/2018,Facebook,personalization,FALSE,English,English,0-18 years,,,,
a100004307,1/22/18,House Ads,personalization,FALSE,English,English,0-18 years,,,,
a100004308,01/06/2018,Instagram,personalization,FALSE,English,English,19-24 years,,,,
a100004308,1/23/18,House Ads,personalization,FALSE,English,English,19-24 years,,,,
a100004309,01/06/2018,Instagram,personalization,FALSE,English,English,24-30 years,,,,
a100004309,1/24/18,House Ads,personalization,FALSE,English,English,24-30 years,,,,
a100004310,01/06/2018,Facebook,personalization,FALSE,English,English,30-36 years,,,,
a100004310,1/25/18,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100004311,01/07/2018,House Ads,personalization,FALSE,English,English,36-45 years,,,,
a100004311,1/26/18,House Ads,personalization,FALSE,English,English,36-45 years,,,,
a100004312,01/07/2018,House Ads,personalization,FALSE,English,English,45-55 years,,,,
a100004312,1/27/18,House Ads,personalization,FALSE,English,English,45-55 years,,,,
a100004313,01/07/2018,House Ads,personalization,FALSE,English,English,55+ years,,,,
a100004313,1/28/18,House Ads,personalization,FALSE,English,English,55+ years,,,,
a100004314,01/07/2018,Push,personalization,FALSE,English,English,0-18 years,,,,
a100004314,1/29/18,House Ads,personalization,FALSE,English,English,0-18 years,,,,
a100004315,01/07/2018,Facebook,personalization,FALSE,English,English,19-24 years,,,,
